Frequency,EarTag,Alive,Point,UTMZone,Easting,Northing,Azimuth,Date,Time_O,Time,AM_PM,Line,Wind,Rain,Temp,Clouds,Notes,SampleTimeCat,SampleTimeGeneral,Observer,Grid
149.633,A2040,yes,11,22,278952,5359714,351,2018-07-07,16:54:00,165400,PM,,Calm,Clear,Mild,1out8,,Early Evening,Evening,BS,BL
149.633,A2040,yes,12,22,278751,5359790,53,2018-07-07,17:27:00,172700,PM,,Calm,Clear,Mild,1out8,,Early Evening,Evening,BS,BL
149.633,A2040,yes,1,22,279215,5359447,348,2018-07-08,18:13:00,181300,PM,,Calm,Clear,Warm,3out8,,Late Evening,Evening,KG,BL
149.633,A2040,yes,1,22,278952,5359714,15,2018-07-08,18:16:00,181600,PM,,Calm,Clear,Warm,5out8,,Late Evening,Evening,BS,BL
149.633,A2040,yes,2,22,279014,5359487,3,2018-07-08,18:45:00,184500,PM,,Calm,Clear,Warm,5out8,Ipad died ,Late Evening,Evening,KG/BS,BL
149.633,A2040,yes,1,22,279215,5359447,339,2018-07-09,17:39:00,173900,PM,,Strong,Clear,Mild,6out8,,Early Evening,Evening,KG,BL
149.633,A2040,yes,11,22,278952,5359714,71,2018-07-09,17:40:00,174000,PM,,Strong,Clear,Mild,6out8,,Early Evening,Evening,BS,BL
149.633,A2040,yes,3,22,278930,5359534,41,2018-07-09,18:49:00,184900,PM,,Strong,Clear,Mild,6out8,,Late Evening,Evening,KG,BL
149.633,A2040,yes,1,22,278952,5359714,54,2018-07-10,13:26:00,132600,PM,,Mild,Clear,Warm,3out8,,Early Afternoon,Afternoon,KG,BL
149.633,A2040,yes,3,22,278677,5359831,98,2018-07-10,14:23:00,142300,PM,,Mild,Clear,Warm,3out8,,Early Afternoon,Afternoon,KG,BL
149.633,A2040,yes,4,22,278847,5359750,80,2018-07-10,14:29:00,142900,PM,,Mild,Clear,Warm,3out8,,Early Afternoon,Afternoon,KG,BL
149.633,A2040,yes,1,22,279215,5359447,348,2018-07-11,16:04:00,160400,PM,,Strong,Clear,Warm,1out8,,Late Afternoon,Afternoon,KG,BL
149.633,A2040,yes,11,22,278952,5359714,68,2018-07-11,16:06:00,160600,PM,,Mild,Clear,Warm,1out8,,Late Afternoon,Afternoon,BS,BL
149.633,A2040,yes,2,22,279065,5359475,4,2018-07-11,16:40:00,164000,PM,,Mild,Clear,Warm,1out8,,Early Evening,Evening,KG,BL
149.633,A2040,yes,3,22,278934,5359535,26,2018-07-11,16:49:00,164900,PM,,Mild,Clear,Warm,1out8,,Early Evening,Evening,KG,BL
149.633,A2040,yes,1,22,279215,5359447,328,2018-07-12,09:32:00,93200,AM,,Calm,Heavy,Mild,8out8,,Early Morning,Morning,KG,BL
149.633,A2040,yes,2,22,278929,5359544,11,2018-07-12,10:00:00,100000,AM,,Calm,Heavy,Mild,8out8,,Early Morning,Morning,KG,BL
149.633,A2040,yes,3,22,278952,5359714,44,2018-07-12,10:28:00,102800,AM,,Calm,Heavy,Mild,8out8,,Late Morning,Morning,KG/BS,BL
149.633,A2040,yes,1,22,279215,5359447,338,2018-07-14,15:28:00,152800,PM,,Calm,Clear,Warm,4out8,,Late Afternoon,Afternoon,KG,BL
149.633,A2040,yes,1,22,278952,5359714,58,2018-07-14,15:30:00,153000,PM,,Calm,Clear,Warm,4out8,,Late Afternoon,Afternoon,BS,BL
149.633,A2040,yes,2,22,278831,5359757,85,2018-07-14,15:58:00,155800,PM,,Calm,Clear,Warm,4out8,,Late Afternoon,Afternoon,BS,BL
149.633,A2040,yes,3,22,278708,5359820,91,2018-07-14,16:19:00,161900,PM,,Calm,Clear,Warm,4out8,,Late Afternoon,Afternoon,BS,BL
149.633,A2040,yes,1,22,279215,5359447,330,2018-07-15,09:34:00,93400,AM,,Calm,Drizzle,Mild,8out8,,Early Morning,Morning,KG,BL
149.633,A2040,yes,1,22,278952,5359714,18,2018-07-15,09:36:00,93600,AM,,Mild,Drizzle,Warm,8out8,,Early Morning,Morning,BS,BL
149.633,A2040,yes,3,22,278834,5359807,53,2018-07-15,09:55:00,95500,AM,,Mild,Drizzle,Warm,8out8,,Early Morning,Morning,BS,BL
149.633,A2040,yes,1,22,279213,5359445,335,2018-07-21,14:48:00,144800,PM,,Calm,Clear,Warm,2out8,,Late Afternoon,Afternoon,KG,BL
149.633,A2040,yes,11,22,278952,5359714,46,2018-07-21,14:54:00,145400,PM,,calm,clear,warm,1out8,,,,BS,BL
149.633,A2040,yes,2,22,278927,5359543,22,2018-07-21,15:33:00,153300,PM,,Calm,Clear,Warm,2out8,,Late Afternoon,Afternoon,KG,BL
149.633,A2040,yes,1,22,279213,5359445,336,2018-07-22,11:15:00,111500,AM,,Calm,Clear,Warm,8out8,,Late Morning,Morning,KG,BL
149.633,A2040,yes,2,22,278927,5359543,38,2018-07-22,11:36:00,113600,AM,,Calm,Clear,Warm,8out8,,Late Morning,Morning,KG,BL
149.633,A2040,yes,3,22,279058,5359475,13,2018-07-22,11:43:00,114300,AM,,Calm,Clear,Warm,8out8,,Late Morning,Morning,KG,BL
149.633,A2040,yes,1,22,279213,5359445,350,2018-07-23,14:14:00,141400,PM,,strong ,clear,warm,6out8,,,,KG,BL
149.633,A2040,yes,3,22,279108,5359444,13,2018-07-23,14:52:00,145200,PM,,strong ,clear,warm,6out8,,,,KG,BL
149.633,A2040,yes,4,22,278927,5359543,45,2018-07-23,14:58:00,145800,PM,,strong ,clear,warm,6out8,,,,KG,BL
149.633,A2040,yes,1,22,278952,5359714,39,2018-07-24,17:20:00,172000,PM,,mild,clear,warm,8out8,,,,BS,BL
149.633,A2040,yes,1,22,279213,5359445,346,2018-07-24,17:20:00,172000,PM,,mild,clear,warm,8out8,,,,KG,BL
149.633,A2040,yes,2,22,278927,5359543,22,2018-07-24,18:07:00,180700,PM,,mild,clear,warm,8out8,,,,KG,BL
149.633,A2040,yes,3,22,279058,5359475,0,2018-07-24,18:17:00,181700,PM,,mild,clear,warm,8out8,,,,KG,BL
149.633,A2040,yes,1,22,279213,5359445,12,2018-07-26,19:32:00,193200,PM,,strong,clear,mild,1out8,,,Late evening ,KG,BL
149.633,A2040,yes,11,22,278952,5359714,61,2018-07-26,19:42:00,194200,PM,,strong,clear,mild,1out8,,,late evening,BS,BL
149.633,A2040,yes,2,22,278927,5359543,48,2018-07-26,20:19:00,201900,PM,,strong,clear,mild,1out8,,,Late evening ,KG,BL
149.633,A2040,yes,1,22,279213,5359445,328,2018-07-27,13:30:00,133000,PM,,strong,clear,mild,8out8,,,early afternoon ,KG,BL
149.633,A2040,yes,11,22,278952,5359714,42,2018-07-27,13:32:00,133200,PM,,strong,clear,mild,8out8,,,early afternoon,BS,BL
149.633,A2040,yes,2,22,279058,5359475,350,2018-07-27,13:59:00,135900,PM,,strong,clear,mild,8out8,,,early afternoon ,KG,BL
149.633,A2040,yes,1,22,279213,5359445,340,2018-07-28,08:58:00,85800,AM,,calm,clear,cool,8out8,,,late morning ,KG,BL
149.633,A2040,yes,11,22,278952,5359714,61,2018-07-28,08:58:00,85800,AM,,calm,clear,cool,8out8,,,late morning,BS,BL
149.633,A2040,yes,2,22,278927,5359543,30,2018-07-28,09:41:00,94100,AM,,calm,clear,cool,8out8,,,late morning ,KG,BL
149.633,A2040,yes,2,22,279058,5359475,22,2018-07-29,19:01:00,190100,PM,,calm,clear,warm,5out8,,,late evening ,KG/BS,BL
149.633,A2040,yes,3,22,278927,5359543,54,2018-07-29,19:17:00,191700,PM,,calm,clear,warm,5out8,,,late evening ,KG/BS,BL
149.633,A2040,yes,4,22,278952,5359714,104,2018-07-29,19:31:00,193100,PM,,calm,clear,warm,5out8,,,late evening ,KG/BS,BL
149.633,A2040,yes,1,22,279213,5359445,2,2018-07-30,08:53:00,85300,AM,,calm,clear,warm,7out8,,,early morning ,KG/BS,BL
149.633,A2040,yes,2,22,279058,5359475,17,2018-07-30,09:05:00,90500,AM,,calm,clear,warm,7out8,,,early morning ,KG/BS,BL
149.633,A2040,yes,4,22,278831,5359757,54,2018-07-30,09:47:00,94700,AM,,calm,clear,warm,7out8,,,early morning ,KG/BS,BL
149.633,A2040,yes ,1,22,279213,5359445,332,2018-08-01,16:18:00,161800,PM,,mild,clear,warm,1out8,,,early evening ,KG/BS,BL
149.633,A2040,yes ,2,22,279058,5359475,14,2018-08-01,16:45:00,164500,PM,,mild,clear,warm,1out8,,,early evening ,KG/BS,BL
149.633,A2040,yes ,3,22,278927,5359543,61,2018-08-01,17:03:00,170300,PM,,mild,clear,warm,1out8,,,early evening ,KG/BS,BL
149.633,A2040,yes,2,22,279058,5359475,38,2018-08-02,18:00:00,180000,PM,,mild ,clear,warm,6out8,,,late evening,KG,BL
149.633,A2040,yes,3,22,278927,5359543,69,2018-08-02,18:14:00,181400,PM,,mild ,clear,warm,6out8,,,late evening,KG,BL
149.633,A2040,yes,4,22,278952,5359714,99,2018-08-02,18:20:00,182000,PM,,mild ,clear,warm,6out8,,,late evening,BS,BL
149.633,A2040,yes,1,22,279213,5359445,334,2018-08-03,09:12:00,91200,AM,,mild ,clear,warm,4out8,,early morning ,,KG/BS,BL
149.633,A2040,yes,2,22,279058,5359475,12,2018-08-03,09:30:00,93000,AM,,mild ,clear,warm,4out8,,early morning ,,KG/BS,BL
149.633,A2040,yes,3,22,278927,5359543,49,2018-08-03,09:40:00,94000,AM,,mild ,clear,warm,4out8,,early morning ,,KG/BS,BL
149.653,A1425,,2,22,278951,5359713,NA,2018-06-18,15:38:12,153812,PM,,Mild,Clear,Mild,8out8,Not heard,LateAfternoon,Afternoon,MR,BL
149.653,A1425,Yes,1,22,279218,5359443,273,2018-06-18,15:43:04,154304,PM,1,Strong,Clear,Mild,8out8,,LateAfternoon,Afternoon,BS,BL
149.653,A1425,Yes,1,22,279218,5359443,291,2018-06-18,16:27:31,162731,PM,1,Strong,Clear,Mild,8out8,,LateAfternoon,Afternoon,BS,BL
149.653,A1425,Yes,8,22,279218,5359443,277,2018-06-18,18:00:00,180000,PM,2,Calm,Light,Mild,7out8,Same LP as #1,LateEvening,Evening,BS,BL
149.653,A1425,Yes,7,22,278832,5359750,140,2018-06-18,18:00:30,180030,PM,1,Calm,Clear,Cool,8out8,,LateEvening,Evening,MR,BL
149.653,A1425,Yes,2,22,278952,5359708,173,2018-06-19,17:29:29,172929,PM,2,Calm,Clear,Mild,8out8,,LateAfternoon,Afternoon,MR,BL
149.653,A1425,Yes,1,22,279218,5359443,280,2018-06-19,17:37:51,173751,PM,1,Calm,Clear,Mild,7out8,Faint,LateAfternoon,Afternoon,BS,BL
149.653,A1425,Yes,4,22,278650,5359883,139,2018-06-19,18:20:37,182037,PM,4,Calm,Clear,Mild,8out8,,LateEvening,Evening,MR,BL
149.653,A1425,Yes,2,22,278947,5359716,204,2018-06-21,08:03:47,80347,AM,2,Calm,Clear,Cool,8out8,,EarlyMorning,Morning,MR,BL
149.653,A1425,Yes,1,22,279218,5359443,280,2018-06-21,08:09:04,80904,AM,1,Mild,Clear,Cool,6out8,,EarlyMorning,Morning,BS,BL
149.653,A1425,Yes,4,22,278745,5359795,149,2018-06-21,09:10:44,91044,AM,3,Calm,Clear,Mild,8out8,Triang,EarlyMorning,Morning,MR,BL
149.653,A1425,Yes,2,22,278948,5359717,170,2018-06-23,08:10:35,81035,AM,2,,,,,,EarlyMorning,Morning,MR,BL
149.653,A1425,Yes,1,22,279211,5359447,294,2018-06-23,08:14:17,81417,AM,1,,,,,,EarlyMorning,Morning,BS,BL
149.653,A1425,Yes,4,22,278720,5359551,63,2018-06-23,08:48:52,84852,AM,4,Calm,Clear,Warm,1out8,,EarlyMorning,Morning,MR,BL
149.653,A1425,Yes,3,22,278766,5359780,106,2018-06-30,11:08:00,110800,AM,3,Calm,Clear,Mild,8out8,,Late Morning,Morning,KG,BL
149.653,A1425,Yes,1,22,279215,5359447,336,2018-06-30,11:10:00,111000,AM,1,Calm,Clear,Mild,8out8,,Late Morning,Morning,JBF,BL
149.653,A1425,Yes,2,22,279255,5359985,189,2018-06-30,11:10:00,111000,AM,,Calm,Clear,Mild,8out8,,Late Morning,Morning,BS,BL
149.653,A1425,Yes,2,22,279232,5359682,30,2018-07-01,13:09:00,130900,PM,,Calm,Clear,Mild,8out8,,Early Afternoon,Afternoon,BS,BL
149.653,A1425,Yes,3,22,279212,5359834,147,2018-07-01,13:50:00,135000,PM,,Calm,Clear,Mild,8out8,,Early Afternoon,Afternoon,BS,BL
149.653,A1425,Yes,5,22,279266,5359609,341,2018-07-01,14:25:00,142500,PM,,Calm,Clear,Mild,8out8,,Early Afternoon,Afternoon,BS,BL
149.653,A1425,yes,1,22,279215,5359447,348,2018-07-02,13:17:00,131700,PM,,Calm,Clear,Warm,1out8,,Early Afternoon,Afternoon,KG,BL
149.653,A1425,yes,1,22,278952,5359714,61,2018-07-02,13:20:00,132000,PM,,Calm,Clear,Mild,2out8,,Early Afternoon,Afternoon,BS,BL
149.653,A1425,yes,1,22,278949,5359519,30,2018-07-02,13:45:00,134500,PM,,Calm,Clear,Mild,2out8,,Early Afternoon,Afternoon,BS,BL
149.653,A1425,yes ,1,22,279215,5359447,NA,2018-07-03,13:50:00,135000,PM,,Calm,Clear,Warm,1out8,Not heard,Early Afternoon,Afternoon,KG,BL
149.653,A1425,Yes,1,22,279215,5359447,290,2018-07-04,08:32:00,83200,AM,,Calm,Clear,Warm,1out8,,Early Morning,Morning,KG,BL
149.653,A1425,yes,11,22,278952,5359714,170,2018-07-04,08:34:00,83400,AM,,Calm,Clear,Warm,4out8,,Early Morning,Morning,BS,BL
149.653,A1425,Yes,2,22,278927,5359542,30,2018-07-04,09:32:00,93200,AM,,Calm,Clear,Warm,1out8,,Early Morning,Morning,KG,BL
149.653,A1425,yes,1,22,279215,5359447,284,2018-07-05,10:07:00,100700,AM,,Calm,Clear,Warm,1out8,,Late Morning,Morning,KG,BL
149.653,A1425,yes,11,22,278952,5359714,187,2018-07-05,10:09:00,100900,AM,,Calm,Clear,Warm,1out8,,Late Morning,Morning,BS,BL
149.653,A1425,yes,12,22,278831,5359757,154,2018-07-05,10:33:00,103300,AM,,Calm,Clear,Warm,1out8,,Late Morning,Morning,BS,BL
149.653,A1425,yes,1,22,279215,5359447,296,2018-07-07,17:14:00,171400,PM,,Mild,Clear,Mild,7out8,,Early Evening,Evening,KG,BL
149.653,A1425,yes,11,22,278952,5359714,177,2018-07-07,17:20:00,172000,PM,,Calm,Clear,Mild,1out8,,Early Evening,Evening,BS,BL
149.653,A1425,yes,3,22,279060,5359483,322,2018-07-07,17:52:00,175200,PM,,Mild,Clear,Mild,7out8,,Early Evening,Evening,KG,BL
149.653,A1425,yes,1,22,279215,5359447,NA,2018-07-08,17:37:00,173700,PM,,Calm,Clear,Warm,3out8,Not heard,Early Evening,Evening,KG,BL
149.653,A1425,yes,1,22,278952,5359714,79,2018-07-08,17:39:00,173900,PM,,Calm,Clear,Warm,3out8,,Early Evening,Evening,BS,BL
149.653,A1425,yes,2,22,279014,5359487,356,2018-07-08,18:43:00,184300,PM,,Calm,Clear,Warm,5out8,Ipad died ,Late Evening,Evening,KG/BS,BL
149.653,A1425,yes,3,22,278929,5359577,44,2018-07-08,19:03:00,190300,PM,,Calm,Clear,Warm,5out8,Ipad died ,Late Evening,Evening,KG/BS,BL
149.653,A1425,yes,1,22,279215,5359447,NA,2018-07-09,18:00:00,180000,PM,,Strong,Clear,Mild,6out8,Not heard,Early Evening,Evening,KG,BL
149.653,A1425,yes,11,22,278952,5359714,194,2018-07-09,18:02:00,180200,PM,,Strong,Clear,Mild,6out8,,Late Evening,Evening,BS,BL
149.653,A1425,yes,12,22,278751,5359790,129,2018-07-09,18:36:00,183600,PM,,Strong,Clear,Mild,6out8,,Late Evening,Evening,BS,BL
149.653,A1425,yes,13,22,278809,5359570,50,2018-07-09,18:57:00,185700,PM,,Strong,Clear,Mild,6out8,,Late Evening,Evening,BS,BL
149.653,A1425,yes,1,22,278952,5359714,114,2018-07-10,14:41:00,144100,PM,,Mild,Clear,Warm,3out8,,Late Afternoon,Afternoon,KG,BL
149.653,A1425,yes,11,22,279215,5359447,340,2018-07-10,14:44:00,144400,PM,,Very Strong,Clear,Warm,2out8,,Late Afternoon,Afternoon,BS,BL
149.653,A1425,yes,6,22,279042,5359483,40,2018-07-10,15:18:00,151800,PM,,Mild,Clear,Warm,3out8,,Late Afternoon,Afternoon,KG,BL
149.653,A1425,yes,1,22,279215,5359447,NA,2018-07-11,15:40:00,154000,PM,,Strong,Clear,Warm,1out8,Not heard,Late Afternoon,Afternoon,KG,BL
149.653,A1425,yes,11,22,278952,5359714,175,2018-07-11,15:40:00,154000,PM,,Mild,Clear,Warm,1out8,,Late Afternoon,Afternoon,BS,BL
149.653,A1425,yes,13,22,278619,5359914,138,2018-07-11,16:48:00,164800,PM,,Mild,Clear,Warm,1out8,,Early Evening,Evening,BS,BL
149.653,A1425,yes,14,22,278884,5359741,164,2018-07-11,17:18:00,171800,PM,,Mild,Clear,Warm,1out8,,Early Evening,Evening,BS,BL
149.653,A1425,yes,15,22,279093,5359479,257,2018-07-11,17:32:00,173200,PM,,Mild,Clear,Warm,1out8,,Early Evening,Evening,BS,BL
149.653,A1425,yes,1,22,279215,5359447,NA,2018-07-12,09:41:00,94100,AM,,Calm,Heavy,Mild,8out8,Not heard,Early Morning,Morning,KG,BL
149.653,A1425,yes,11,22,278952,5359714,213,2018-07-12,09:50:00,95000,AM,,Calm,Light,Warm,8out8,,Early Morning,Morning,BS,BL
149.653,A1425,yes,12,22,278831,5359757,147,2018-07-12,10:02:00,100200,AM,,Calm,Light,Warm,8out8,,Late Morning,Morning,BS,BL
149.653,A1425,yes,13,22,278751,5359790,126,2018-07-12,10:12:00,101200,AM,,Calm,Light,Warm,8out8,,Late Morning,Morning,BS,BL
149.653,A1425,yes,1,22,278952,5359714,100,2018-07-14,15:47:00,154700,PM,,Calm,Clear,Warm,4out8,,Late Afternoon,Afternoon,BS,BL
149.653,A1425,yes,1,22,279215,5359447,1,2018-07-14,15:47:00,154700,PM,,Calm,Clear,Warm,4out8,,Late Afternoon,Afternoon,KG,BL
149.653,A1425,yes,2,22,278933,5359544,69,2018-07-14,16:04:00,160400,PM,,Calm,Clear,Warm,4out8,,Late Afternoon,Afternoon,KG,BL
149.653,A1425,yes,1,22,279215,5359447,NA,2018-07-15,09:23:00,92300,AM,,Calm,Drizzle,Mild,8out8,Not heard,Early Morning,Morning,KG,BL
149.653,A1425,yes,1,22,278952,5359714,190,2018-07-15,09:24:00,92400,AM,,Mild,Drizzle,Warm,8out8,,Early Morning,Morning,BS,BL
149.653,A1425,yes,2,22,279108,5359444,279,2018-07-15,09:54:00,95400,AM,,Calm,Drizzle,Mild,8out8,,Early Morning,Morning,KG,BL
149.653,A1425,yes,3,22,278933,5359544,252,2018-07-15,10:05:00,100500,AM,,Calm,Drizzle,Mild,8out8,,Late Morning,Morning,KG,BL
149.653,A1425,yes,1,22,279213,5359445,NA,2018-07-21,15:14:00,151400,PM,,Calm,Clear,Warm,2out8,Not heard,Late Afternoon,Afternoon,KG,BL
149.653,A1425,yes,1,22,279213,5359445,NA,2018-07-22,11:08:00,110800,AM,,Calm,Clear,Warm,8out8,Not heard,Late Morning,Morning,KG,BL
149.653,A1425,yes,11,22,278952,5359714,259,2018-07-22,11:08:00,110800,AM,,calm,clear,warm,8out8,,,,BS,BL
149.653,A1425,yes,12,22,278831,5359757,232,2018-07-22,11:40:00,114000,AM,,calm,clear,warm,8out8,,,,BS,BL
149.653,A1425,yes,13,22,278705,5359821,204,2018-07-22,11:49:00,114900,AM,,calm,clear,warm,8out8,,,,BS,BL
149.653,A1425,yes,14,22,278922,5359568,277,2018-07-22,12:04:00,120400,PM,,calm,clear,warm,8out8,,,,BS,BL
149.653,A1425,yes,1,22,279213,5359445,NA,2018-07-23,14:04:00,140400,PM,,strong ,clear,warm,6out8,Not heard,,,KG,BL
149.653,A1425,yes,1,22,279213,5359445,296,2018-07-24,17:16:00,171600,PM,,mild,clear,warm,8out8,,,,KG,BL
149.653,A1425,yes,1,22,278952,5359714,251,2018-07-24,17:17:00,171700,PM,,mild,clear,warm,8out8,,,,BS,BL
149.653,A1425,yes,2,22,278831,5359757,203,2018-07-24,17:43:00,174300,PM,,mild,clear,warm,8out8,,,,BS,BL
149.653,A1425,yes,1,22,279213,5359445,284,2018-07-26,20:00:00,200000,PM,,strong,clear,mild,1out8,,,Late evening ,KG,BL
149.653,A1425,yes,11,22,278952,5359714,220,2018-07-26,20:02:00,200200,PM,,strong,clear,mild,1out8,,,late evening,BS,BL
149.653,A1425,yes,12,22,278831,5359757,140,2018-07-26,20:26:00,202600,PM,,strong,clear,mild,1out8,,,late evening,BS,BL
149.653,A1425,yes,13,22,278885,5359733,192,2018-07-26,21:03:00,210300,PM,,strong,clear,mild,1out8,,,late evening,BS,BL
149.653,A1425,yes,1,22,279213,5359445,286,2018-07-27,13:45:00,134500,PM,,strong,clear,mild,8out8,,,early afternoon ,KG,BL
149.653,A1425,yes,11,22,278952,5359714,175,2018-07-27,13:48:00,134800,PM,,strong,clear,mild,8out8,,,early afternoon,BS,BL
149.653,A1425,yes,3,22,278889,5359735,156,2018-07-27,14:21:00,142100,PM,,strong,clear,mild,8out8,,,early afternoon ,KG,BL
149.653,A1425,yes,11,22,278952,5359714,242,2018-07-28,09:18:00,91800,AM,,calm,clear,cool,8out8,,,late morning,BS,BL
149.653,A1425,yes,12,22,278751,5359790,180,2018-07-28,09:47:00,94700,AM,,calm,clear,cool,8out8,,,late morning,BS,BL
149.653,A1425,yes,13,22,278630,5359905,152,2018-07-28,09:52:00,95200,AM,,calm,clear,cool,8out8,,,late morning,BS,BL
149.653,A1425,yes,2,22,279058,5359475,328,2018-07-29,19:06:00,190600,PM,,calm,clear,warm,5out8,,,late evening ,KG/BS,BL
149.653,A1425,yes,3,22,278927,5359543,345,2018-07-29,19:20:00,192000,PM,,calm,clear,warm,5out8,,,late evening ,KG/BS,BL
149.653,A1425,yes,6,22,278751,5359790,112,2018-07-29,19:46:00,194600,PM,,calm,clear,warm,5out8,,,late evening ,KG/BS,BL
149.653,A1425,yes,2,22,279058,5359475,340,2018-07-30,09:04:00,90400,AM,,calm,clear,warm,7out8,,,early morning ,KG/BS,BL
149.653,A1425,yes,4,22,278831,5359757,119,2018-07-30,09:44:00,94400,AM,,calm,clear,warm,7out8,,,early morning ,KG/BS,BL
149.653,A1425,yes,6,22,278927,5359543,41,2018-07-30,10:13:00,101300,AM,,calm,clear,warm,7out8,,,early morning ,KG/BS,BL
149.653,A1425,yes ,1,22,279213,5359445,314,2018-08-01,16:20:00,162000,PM,,mild,clear,warm,1out8,,,early evening ,KG/BS,BL
149.653,A1425,yes ,2,22,279058,5359475,328,2018-08-01,16:42:00,164200,PM,,mild,clear,warm,1out8,,,early evening ,KG/BS,BL
149.653,A1425,yes ,3,22,278927,5359543,0,2018-08-01,16:58:00,165800,PM,,mild,clear,warm,1out8,,,early evening ,KG/BS,BL
149.653,A1425,yes,3,22,278927,5359543,309,2018-08-02,18:09:00,180900,PM,,mild ,clear,warm,6out8,,,late evening,KG,BL
149.653,A1425,yes,4,22,278952,5359714,222,2018-08-02,18:24:00,182400,PM,,mild ,clear,warm,6out8,,,late evening,KG,BL
149.653,A1425,yes,5,22,278831,5359757,170,2018-08-02,18:39:00,183900,PM,,mild ,clear,warm,6out8,,,late evening,BS,BL
149.653,A1425,yes,3,22,278927,5359543,309,2018-08-03,09:39:00,93900,AM,,mild ,clear,warm,4out8,,early morning ,,KG/BS,BL
149.653,A1425,yes,4,22,278952,5359714,248,2018-08-03,09:52:00,95200,AM,,mild ,clear,warm,4out8,,early morning ,,KG/BS,BL
149.653,A1425,yes,5,22,278831,5359757,212,2018-08-03,10:04:00,100400,AM,,mild ,clear,warm,4out8,,early morning ,,KG/BS,BL
